candidate_id,image_name,confidence,model_id,decision,raw_response,latency_ms
husky_054__003,husky_054.jpg,0.681640625,Qwen/Qwen3.5-0.8B,yes,Yes,746.7454280122183
husky_057__000,husky_057.jpg,0.923828125,Qwen/Qwen3.5-0.8B,yes,Yes,731.7420469917124
husky_057__001,husky_057.jpg,0.9033203125,Qwen/Qwen3.5-0.8B,yes,Yes,740.1459460088518
husky_064__000,husky_064.jpg,0.88330078125,Qwen/Qwen3.5-0.8B,yes,Yes,2520.748274997459
husky_064__001,husky_064.jpg,0.72021484375,Qwen/Qwen3.5-0.8B,no,No,1384.3431920104194
husky_064__002,husky_064.jpg,0.5185546875,Qwen/Qwen3.5-0.8B,yes,Yes,2122.409757997957
husky_064__003,husky_064.jpg,0.161376953125,Qwen/Qwen3.5-0.8B,yes,Yes,954.8296370048774
husky_069__000,husky_069.jpg,0.82861328125,Qwen/Qwen3.5-0.8B,yes,Yes,728.6061760096345
husky_069__001,husky_069.jpg,0.80078125,Qwen/Qwen3.5-0.8B,yes,Yes,722.5408619997324
husky_071__000,husky_071.jpg,0.83837890625,Qwen/Qwen3.5-0.8B,yes,Yes,728.2301709929015
husky_071__001,husky_071.jpg,0.67822265625,Qwen/Qwen3.5-0.8B,yes,Yes,746.4146919955965
husky_075__000,husky_075.jpg,0.859375,Qwen/Qwen3.5-0.8B,yes,Yes,722.611279998091
husky_075__001,husky_075.jpg,0.8427734375,Qwen/Qwen3.5-0.8B,yes,Yes,730.7937599980505
husky_075__002,husky_075.jpg,0.82666015625,Qwen/Qwen3.5-0.8B,yes,Yes,747.1924099954776
husky_075__003,husky_075.jpg,0.751953125,Qwen/Qwen3.5-0.8B,yes,Yes,733.2799530122429
husky_075__004,husky_075.jpg,0.521484375,Qwen/Qwen3.5-0.8B,yes,Yes,733.1756819912698
husky_077__000,husky_077.jpg,0.9462890625,Qwen/Qwen3.5-0.8B,yes,Yes,730.6846749997931
husky_077__001,husky_077.jpg,0.927734375,Qwen/Qwen3.5-0.8B,yes,Yes,724.8593520052964
husky_077__002,husky_077.jpg,0.927734375,Qwen/Qwen3.5-0.8B,yes,Yes,722.1807970054215
husky_081__000,husky_081.jpg,0.91064453125,Qwen/Qwen3.5-0.8B,yes,Yes,771.5646080032457
husky_081__001,husky_081.jpg,0.841796875,Qwen/Qwen3.5-0.8B,yes,Yes,724.25655699044
husky_084__000,husky_084.jpg,0.65380859375,Qwen/Qwen3.5-0.8B,yes,Yes,717.3381049942691
husky_084__001,husky_084.jpg,0.537109375,Qwen/Qwen3.5-0.8B,yes,Yes,720.865927010891
husky_084__002,husky_084.jpg,0.277099609375,Qwen/Qwen3.5-0.8B,yes,Yes,712.7137630013749
husky_086__000,husky_086.jpg,0.8974609375,Qwen/Qwen3.5-0.8B,yes,Yes,714.9372069980018
husky_086__001,husky_086.jpg,0.63427734375,Qwen/Qwen3.5-0.8B,yes,Yes,718.550536010298
husky_088__000,husky_088.jpg,0.9072265625,Qwen/Qwen3.5-0.8B,yes,Yes,707.8772260138066
husky_088__001,husky_088.jpg,0.89306640625,Qwen/Qwen3.5-0.8B,no,No,711.5787990042008
husky_088__002,husky_088.jpg,0.8525390625,Qwen/Qwen3.5-0.8B,yes,Yes,710.6643930019345
husky_088__003,husky_088.jpg,0.8408203125,Qwen/Qwen3.5-0.8B,yes,Yes,712.9424730082974
husky_089__000,husky_089.jpg,0.82666015625,Qwen/Qwen3.5-0.8B,yes,Yes,709.647709998535
husky_089__001,husky_089.jpg,0.5029296875,Qwen/Qwen3.5-0.8B,yes,Yes,711.6541550058173
husky_093__000,husky_093.jpg,0.9228515625,Qwen/Qwen3.5-0.8B,yes,Yes,726.0297249886207
husky_093__001,husky_093.jpg,0.90966796875,Qwen/Qwen3.5-0.8B,yes,Yes,710.9733869874617
husky_094__000,husky_094.jpg,0.9287109375,Qwen/Qwen3.5-0.8B,yes,Yes,1164.2287419963395
husky_094__001,husky_094.jpg,0.82568359375,Qwen/Qwen3.5-0.8B,yes,Yes,1817.1000700094737
husky_095__000,husky_095.jpg,0.8505859375,Qwen/Qwen3.5-0.8B,yes,Yes,1441.7276390013285
husky_095__001,husky_095.jpg,0.66015625,Qwen/Qwen3.5-0.8B,yes,Yes,1060.2349300024798
husky_097__000,husky_097.jpg,0.84130859375,Qwen/Qwen3.5-0.8B,yes,Yes,1441.1716089962283
husky_097__001,husky_097.jpg,0.50390625,Qwen/Qwen3.5-0.8B,yes,Yes,912.9298600018956
