candidate_id,image_name,confidence,model_id,decision,raw_response,latency_ms
husky_025__000,husky_025.jpg,0.93505859375,Qwen/Qwen3.5-2B,yes,Yes,2371.4060250058537
husky_025__001,husky_025.jpg,0.90380859375,Qwen/Qwen3.5-2B,yes,Yes,2663.477693000459
husky_025__002,husky_025.jpg,0.88134765625,Qwen/Qwen3.5-2B,yes,Yes,2462.636205003946
husky_025__003,husky_025.jpg,0.87353515625,Qwen/Qwen3.5-2B,yes,Yes,3334.671958000399
husky_025__004,husky_025.jpg,0.86669921875,Qwen/Qwen3.5-2B,yes,Yes,2650.5966590048047
husky_027__000,husky_027.jpg,0.89794921875,Qwen/Qwen3.5-2B,yes,Yes,5947.857929000747
husky_027__001,husky_027.jpg,0.86181640625,Qwen/Qwen3.5-2B,yes,Yes,3535.9272209898336
husky_027__002,husky_027.jpg,0.85498046875,Qwen/Qwen3.5-2B,yes,Yes,4244.301931001246
husky_027__003,husky_027.jpg,0.80322265625,Qwen/Qwen3.5-2B,yes,Yes,2420.490634991438
husky_028__000,husky_028.jpg,0.85400390625,Qwen/Qwen3.5-2B,yes,Yes,5399.982053000713
husky_028__001,husky_028.jpg,0.77392578125,Qwen/Qwen3.5-2B,yes,Yes,2928.1423590000486
husky_028__002,husky_028.jpg,0.53125,Qwen/Qwen3.5-2B,yes,Yes,6941.30606399267
husky_029__000,husky_029.jpg,0.8759765625,Qwen/Qwen3.5-2B,yes,Yes,5952.831817994593
husky_029__001,husky_029.jpg,0.80859375,Qwen/Qwen3.5-2B,yes,Yes,5288.033481992898
husky_029__002,husky_029.jpg,0.5361328125,Qwen/Qwen3.5-2B,yes,Yes,2454.1585060069337
husky_029__003,husky_029.jpg,0.1795654296875,Qwen/Qwen3.5-2B,no,No,3286.9950689928373
husky_031__000,husky_031.jpg,0.91357421875,Qwen/Qwen3.5-2B,yes,Yes,2893.926314995042
husky_031__001,husky_031.jpg,0.87890625,Qwen/Qwen3.5-2B,yes,Yes,2447.757803995046
husky_035__000,husky_035.jpg,0.92138671875,Qwen/Qwen3.5-2B,yes,Yes,3311.63449199812
husky_035__001,husky_035.jpg,0.794921875,Qwen/Qwen3.5-2B,yes,Yes,3310.6755490007345
husky_053__000,husky_053.jpg,0.73876953125,Qwen/Qwen3.5-2B,yes,Yes,4274.201613996411
husky_053__001,husky_053.jpg,0.71484375,Qwen/Qwen3.5-2B,yes,Yes,6287.541730998782
husky_053__002,husky_053.jpg,0.21142578125,Qwen/Qwen3.5-2B,yes,Yes,3540.489700011676
husky_053__003,husky_053.jpg,0.1727294921875,Qwen/Qwen3.5-2B,no,No,2426.1464070004877
husky_054__000,husky_054.jpg,0.9072265625,Qwen/Qwen3.5-2B,yes,Yes,2422.632211004384
husky_054__001,husky_054.jpg,0.90185546875,Qwen/Qwen3.5-2B,yes,Yes,2398.1797029991867
husky_054__002,husky_054.jpg,0.8798828125,Qwen/Qwen3.5-2B,yes,Yes,2422.193204998621
husky_054__003,husky_054.jpg,0.681640625,Qwen/Qwen3.5-2B,yes,Yes,2442.8330969967647
husky_057__000,husky_057.jpg,0.923828125,Qwen/Qwen3.5-2B,yes,Yes,2410.437306010863
husky_057__001,husky_057.jpg,0.9033203125,Qwen/Qwen3.5-2B,yes,Yes,2429.6005590003915
husky_064__000,husky_064.jpg,0.88330078125,Qwen/Qwen3.5-2B,yes,Yes,6917.368253998575
husky_064__001,husky_064.jpg,0.72021484375,Qwen/Qwen3.5-2B,no,No,3932.056563993683
husky_064__002,husky_064.jpg,0.5185546875,Qwen/Qwen3.5-2B,yes,Yes,5958.398532005958
husky_064__003,husky_064.jpg,0.161376953125,Qwen/Qwen3.5-2B,no,No,2958.7368999928003
husky_069__000,husky_069.jpg,0.82861328125,Qwen/Qwen3.5-2B,yes,Yes,2508.8380050001433
husky_069__001,husky_069.jpg,0.80078125,Qwen/Qwen3.5-2B,yes,Yes,2454.628332008724
husky_071__000,husky_071.jpg,0.83837890625,Qwen/Qwen3.5-2B,yes,Yes,2425.326994009083
husky_071__001,husky_071.jpg,0.67822265625,Qwen/Qwen3.5-2B,yes,Yes,2467.8606939996826
husky_075__000,husky_075.jpg,0.859375,Qwen/Qwen3.5-2B,yes,Yes,2420.049262000248
husky_075__001,husky_075.jpg,0.8427734375,Qwen/Qwen3.5-2B,yes,Yes,2432.76969899307
husky_075__002,husky_075.jpg,0.82666015625,Qwen/Qwen3.5-2B,yes,Yes,2450.6082059961045
husky_075__003,husky_075.jpg,0.751953125,Qwen/Qwen3.5-2B,yes,Yes,2430.101824007579
husky_075__004,husky_075.jpg,0.521484375,Qwen/Qwen3.5-2B,yes,Yes,2437.8425989998505
husky_077__000,husky_077.jpg,0.9462890625,Qwen/Qwen3.5-2B,yes,Yes,2436.9148039986612
husky_077__001,husky_077.jpg,0.927734375,Qwen/Qwen3.5-2B,yes,Yes,2411.2377260025823
husky_077__002,husky_077.jpg,0.927734375,Qwen/Qwen3.5-2B,yes,Yes,2423.3838629879756
husky_081__000,husky_081.jpg,0.91064453125,Qwen/Qwen3.5-2B,yes,Yes,2475.17850199074
husky_081__001,husky_081.jpg,0.841796875,Qwen/Qwen3.5-2B,yes,Yes,2457.9929419996915
husky_084__000,husky_084.jpg,0.65380859375,Qwen/Qwen3.5-2B,yes,Yes,2439.3116110004485
husky_084__001,husky_084.jpg,0.537109375,Qwen/Qwen3.5-2B,yes,Yes,2442.1459959994536
husky_084__002,husky_084.jpg,0.277099609375,Qwen/Qwen3.5-2B,yes,Yes,2435.624189005466
husky_086__000,husky_086.jpg,0.8974609375,Qwen/Qwen3.5-2B,yes,Yes,2435.2010969887488
husky_086__001,husky_086.jpg,0.63427734375,Qwen/Qwen3.5-2B,yes,Yes,2441.97309500305
husky_088__000,husky_088.jpg,0.9072265625,Qwen/Qwen3.5-2B,yes,Yes,2432.5284600054147
husky_088__001,husky_088.jpg,0.89306640625,Qwen/Qwen3.5-2B,yes,Yes,2414.426192000974
husky_088__002,husky_088.jpg,0.8525390625,Qwen/Qwen3.5-2B,yes,Yes,2430.5018150043907
husky_088__003,husky_088.jpg,0.8408203125,Qwen/Qwen3.5-2B,yes,Yes,2422.6972100004787
husky_089__000,husky_089.jpg,0.82666015625,Qwen/Qwen3.5-2B,yes,Yes,2428.1158869998762
husky_089__001,husky_089.jpg,0.5029296875,Qwen/Qwen3.5-2B,yes,Yes,2424.828201998025
husky_093__000,husky_093.jpg,0.9228515625,Qwen/Qwen3.5-2B,yes,Yes,2504.660321996198
husky_093__001,husky_093.jpg,0.90966796875,Qwen/Qwen3.5-2B,yes,Yes,2436.267540004337
husky_094__000,husky_094.jpg,0.9287109375,Qwen/Qwen3.5-2B,yes,Yes,3545.751241996186
husky_094__001,husky_094.jpg,0.82568359375,Qwen/Qwen3.5-2B,yes,Yes,5314.084910001839
husky_095__000,husky_095.jpg,0.8505859375,Qwen/Qwen3.5-2B,yes,Yes,4285.120546002872
husky_095__001,husky_095.jpg,0.66015625,Qwen/Qwen3.5-2B,yes,Yes,3302.2018909978215
husky_097__000,husky_097.jpg,0.84130859375,Qwen/Qwen3.5-2B,yes,Yes,4281.932846992277
husky_097__001,husky_097.jpg,0.50390625,Qwen/Qwen3.5-2B,yes,Yes,2960.877746998449
